地点,1,2,3,4,5,6,7,8,9,10,11,12
A,0.09253731343283582,0.24561403508771928,0.12156862745098039,0.06711409395973154,0.041005291005291,0.017974835230677052,0.06512605042016807,0.046546546546546545,0.028846153846153848,0.019808306709265176,0.02586206896551724,0.01547678482276585
B,0.08469945355191257,0.15135135135135136,0.1169811320754717,0.04975124378109453,0.03567318757192175,0.016163793103448277,0.08985507246376812,0.03160040774719674,0.017191977077363897,0.015301085883514315,0.014771048744460856,0.014027149321266969
C,0.08179419525065963,0.1346153846153846,0.11787072243346007,0.04087193460490463,0.03929024081115336,0.015940488841657812,0.04057591623036649,0.024622716441620333,0.017878426698450536,0.013989169675090252,0.01544004117344313,0.013030685161832704
D,0.11969111969111969,0.19858156028368795,0.16145833333333334,0.06772009029345373,0.0549645390070922,0.028846153846153848,0.09779179810725552,0.043356643356643354,0.030518819938962362,0.026138279932546374,0.024793388429752067,0.018641010222489478
E,0.08757062146892655,0.10852713178294573,0.08857142857142856,0.0335195530726257,0.023993808049535603,0.011569610489780177,0.038130381303813035,0.017543859649122806,0.00725689404934688,0.011163125675189053,0.00597609561752988,0.009532595325953259
